,KEY,ID RESTAURANT,GRADE,CAMIS,DBA,Latitude,Longitude,Cluster,Data Source,PREDICTED_SCORE,Exponential Smoothed Score,Probabilistic risk Score,i1,i2,i3,i4,i5,v1,v2,v3,v4,v5,Number of Inspections,LAST VIOLATIONS,inspection_date_1,inspection_date_2,inspection_date_3,inspection_date_4,inspection_date_5,LAST INSPECTION
116,40368809-20200314,40368809,A,40368809,P.J.' S,40.72953723,-73.77996922,0,Training,12.0713545,12.0740511,13.68820333,12,5,,,,"04H,08C,10F",06D,,,,2,06D,20200314,20220310,,,,20220310
117,40368824-20190430,40368824,A,40368824,DOUBLES CLUB,40.76453215,-73.97280973,1,Training,8.253095235,9.752674103,11.05648676,7,11,,,,"06C,10F","04L,08A",,,,2,"04L,08A",20190430,20220309,,,,20220309
118,40368897-20230626,40368897,A,40368897,HATSUHANA RESTAURANT,40.75689169,-73.9771732,0,Test,12.38577009,12.40076558,14.05859552,13,12,,,,"06D,09B,10B,10F,10J","02B,10B,10F",,,,2,"02B,10B,10F",20220324,20230626,,,,20230626
119,40369016-20220201,40369016,A,40369016,VIAND COFFEE SHOP,40.76492405,-73.97041615,0,Training,4.587128387,8.452395477,9.582376862,4,8,12,,,"09B,10F","06C,10F","04L,08A,10B",,,3,"04L,08A,10B",20220201,20220919,20230418,,,20230418
120,40369051-20220720,40369051,A,40369051,STEVE'S COFFEE SHOP,40.76174641,-73.80380277,0,Training,10.3996766,9.701154221,10.9980793,13,11,8,,,"04M,08A,10E","02G,10F","06C,10F",,,3,"06C,10F",20210722,20220720,20231020,,,20231020
121,40369158-20210721,40369158,A,40369158,JODY'S CLUB,40.63100906,-74.10189565,0,Training,2.783646179,8.207705645,9.304975007,2,13,,,,10F,"04L,04N,08A,08C",,,,2,"04L,04N,08A,08C",20210721,20221025,,,,20221025
122,40369213-20200218,40369213,B,40369213,WHITESTONE LANES,40.77070865,-73.83372018,3,Training,24.5519114,24.5519114,27.83420018,23,,,,,"04A,04L,08A,10F,10H",,,,,1,"04A,04L,08A,10F,10H",20200218,,,,,20200218
123,40369299-20231031,40369299,A,40369299,SEASHORE RESTAURANT,40.85411693,-73.79057359,0,Test,14.5254528,12.9384707,14.66818521,11,12,13,,,"08C,09C,10B,10F","06D,06E,10F","04M,08A,10B,10F",,,3,"04M,08A,10B,10F",20220113,20220601,20231031,,,20231031
124,40369418-20220705,40369418,A,40369418,CAFFE REGGIO,40.73020663,-74.00031751,0,Training,10.3996766,11.21381242,12.71296131,7,10,13,,,"06C,09C","02G,10F","04L,04N,08A,10B",,,3,"04L,04N,08A,10B",20220124,20220705,20230829,,,20230829
125,40369461-20230308,40369461,B,40369461,CAFE UN DEUX TROIS,40.75648387,-73.9839773,1,Test,28.13444473,28.13444473,31.89567418,27,,,,,"02B,04H,06C,06D,10B",,,,,1,"02B,04H,06C,06D,10B",20230308,,,,,20230308
126,40369482-20200129,40369482,A,40369482,ARMANDO'S PIZZA,40.64798374,-73.88192681,0,Training,10.04406584,7.159803194,8.116980878,12,11,7,,,"02H,10F","04L,08A","08C,10F",,,3,"08C,10F",20200129,20220120,20221215,,,20221215
127,40369521-20220824,40369521,A,40369521,KNICKERBOCKER BAR & GRILL,40.73196864,-73.99445059,0,Training,11.84754805,11.78301561,13.35825997,11,11,,,,"02H,09B,10F","02B,10B,10D",,,,2,"02B,10B,10D",20220824,20231114,,,,20231114
128,40369608-20231228,40369608,A,40369608,THE RIVER CAFE,40.70295918,-73.99433761,6,Test,7.724897097,7.724897097,8.75762089,7,9,,,,02B,02B,,,,2,02B,20210722,20231228,,,,20231228
129,40369619-20210723,40369619,A,40369619,MUDVILLE9,40.71529947,-74.00879097,1,Training,10.43260639,12.13134363,13.75315517,10,12,,,,"06C,06D","06C,06D,10F",,,,2,"06C,06D,10F",20210723,20221207,,,,20221207
130,40369641-20230511,40369641,A,40369641,JOHNNY'S REEF RESTAURANT,40.83766442,-73.78289894,0,Test,12.50726229,11.77928258,13.35402788,9,13,,,,"02B,10J","02B,09C,10F",,,,2,"02B,09C,10F",20220323,20230511,,,,20230511
131,40369667-20231108,40369667,A,40369667,WHITE CASTLE,40.6634914,-73.93226465,3,Test,11.16008829,11.16008829,12.65205493,9,7,10,,,"06D,10B,10F","06D,10F","04L,04N,08A",,,3,"04L,04N,08A",20211130,20220808,20231108,,,20231108
132,40369669-20230913,40369669,A,40369669,WHITE CASTLE,40.86562407,-73.86225393,0,Test,11.85143366,9.48927243,10.75787152,5,9,9,,,10F,"06E,10F","04J,10B,10F",,,3,"04J,10B,10F",20210729,20221003,20230913,,,20230913
133,40369675-20230406,40369675,A,40369675,WHITE CASTLE,40.74345059,-73.92132771,0,Test,2.783646179,3.323697303,3.76803478,11,4,2,,,"04L,08A",10F,10F,,,3,10F,20210719,20220829,20230406,,,20230406
134,40369716-20231226,40369716,A,40369716,FERDINANDO'S RESTAURANT,40.68412467,-74.0020624,3,Test,9.940121461,10.22672939,11.59391741,7,13,10,,,04H,"04L,08A,10B","04L,08A",,,3,"04L,08A",20210723,20220913,20231226,,,20231226
135,40369782-20220712,40369782,A,40369782,MCDONALD'S,40.6561812,-73.93084489,1,Training,8.253095235,11.14249234,12.63210661,10,7,12,,,"04N,08A","06C,10F","04N,08A,10F",,,3,"04N,08A,10F",20210719,20220712,20230809,,,20230809
136,40369849-20221109,40369849,A,40369849,GINO'S PIZZERIA,40.7487857,-73.75656159,3,Training,12.85563629,12.85563629,14.57427685,12,,,,,"04N,08A,10B",,,,,1,"04N,08A,10B",20221109,,,,,20221109
137,40369878-20220301,40369878,A,40369878,VILLA MOSCONI RESTAURANT,40.7285378,-74.00173184,1,Training,12.8207569,12.8207569,14.53473452,13,,,,,"06C,06D,10B",,,,,1,"06C,06D,10B",20220301,,,,,20220301
138,40369958-20220208,40369958,A,40369958,SPARKS STEAK HOUSE,40.75309731,-73.97209616,0,Training,7.125976415,9.790996622,11.09993253,7,12,,,,"09C,10B,10F","04L,08A,10B",,,,2,"04L,08A,10B",20220208,20230406,,,,20230406
139,40369983-20220309,40369983,A,40369983,THE DART SPORTS BAR,40.71527033,-73.80769891,5,Training,12.19972087,12.19972087,13.8306736,12,,,,,"04A,10D",,,,,1,"04A,10D",20220309,,,,,20220309
140,40370015-20220331,40370015,A,40370015,BAMONTE'S RESTAURANT,40.71672774,-73.95134022,0,Training,7.437195777,9.407986932,10.66571915,7,12,,,,"02I,10F","02B,09B,10B",,,,2,"02B,09B,10B",20220331,20231206,,,,20231206
141,40370150-20230403,40370150,A,40370150,JOHN MULLIGAN'S FIRESIDE PUB,40.89778438,-73.86721861,3,Test,9.940121461,9.940121461,11.26899352,11,,,,,"04L,08A",,,,,1,"04L,08A",20230403,,,,,20230403
142,40370167-20191031,40370167,A,40370167,BURGER KING,40.76185912,-73.75919934,0,Training,12.38577009,4.922037303,5.580053193,12,9,2,5,,"02B,10B,10F","06D,10D,10F",10F,"08C,10F",,4,"08C,10F",20191031,20200211,20210809,20221019,,20221019
143,40370168-20230814,40370168,C,40370168,EAR INN,40.72599304,-74.00930109,3,Test,29.96963021,29.96963021,33.9762014,12,,,,,"04H,06D",,,,,1,"04H,06D",20210723,,,,,20210723
144,40370436-20200213,40370436,A,40370436,ROSSINI'S,40.74934943,-73.97894066,0,Training,2.783646179,2.772328623,3.142954884,3,12,12,,,10F,"06D,10B,10E,10F","06A,06D,10F",,,3,"06A,06D,10F",20200213,20220103,20221219,,,20221219
145,40370463-20220126,40370463,A,40370463,THREE GUY'S RESTAURANT,40.77397438,-73.96384104,3,Training,12.16503652,12.16503652,13.79135238,13,11,,,,"04L,08A,10F","06D,10B,10F",,,,2,"06D,10B,10F",20220126,20230925,,,,20230925
146,40370507-20230117,40370507,A,40370507,THE PLAYERS,40.7377759,-73.98648252,5,Test,12.26986365,12.26986365,13.91019361,12,,,,,"04C,06A",,,,,1,"04C,06A",20230117,,,,,20230117
147,40370766-20231019,40370766,A,40370766,SMITH & WOLLENSKY,40.75505127,-73.97087534,0,Test,4.894065196,6.79331514,7.701497876,13,4,,,,"02G,10F","10B,10F",,,,2,"10B,10F",20220208,20231019,,,,20231019
148,40370781-20230324,40370781,A,40370781,MCDONALD'S,40.78061912,-73.80203901,1,Test,10.64124574,10.29174003,11.66761917,9,13,,,,"04H,10B","06C,10B,10F",,,,2,"06C,10B,10F",20220104,20230324,,,,20230324
149,40370939-20231122,40370939,A,40370939,MANDUCATIS,40.74446803,-73.94890554,3,Test,13.00013471,13.00013471,14.73809293,13,,,,,"04L,04M,08A,10F",,,,,1,"04L,04M,08A,10F",20231122,,,,,20231122
150,40371454-20230210,40371454,A,40371454,WEST BANK CAFE,40.75860922,-73.99305143,3,Test,14.50235368,14.50235368,16.44114012,13,,,,,"04L,08A,10B,10F",,,,,1,"04L,08A,10B,10F",20230210,,,,,20230210
151,40371614-20190501,40371614,A,40371614,LA BARAKA RESTAURANT,40.77203399,-73.73432653,0,Training,10.18442444,10.70797047,12.1394945,11,12,9,12,,"04L,08A","06C,06D,10B","06E,09C,10F","06D,06F,10H",,4,"06D,06F,10H",20170411,20180330,20190501,20200211,,20200211
152,40371684-20230322,40371684,A,40371684,LIBERMAN'S LUNCHEONETTE,40.63150355,-73.98500899,0,Test,12.63158782,11.537652,13.08009426,7,11,,,,02G,"02G,09C,10F",,,,2,"02G,09C,10F",20220310,20230322,,,,20230322
153,40371718-20220713,40371718,A,40371718,ZAFI'S LUNCHEONETTE,40.71473855,-73.98260579,0,Training,2.783646179,3.358860773,3.807899174,5,4,,,,06C,10F,,,,2,10F,20210723,20220713,,,,20220713
154,40371727-20230412,40371727,A,40371727,LA PALINA RESTAURANT,40.61077672,-73.97886929,3,Test,9.940121461,13.95205392,15.81727204,10,,,,,"04L,08A",,,,,1,"04L,08A",20230412,,,,,20230412
155,40371906-20210723,40371906,A,40371906,MARINER INN,40.60933941,-73.93197766,5,Training,10.04897527,10.04897527,11.39239975,10,12,,,,04A,"04H,06D",,,,2,"04H,06D",20210723,20221223,,,,20221223
156,40371988-20220906,40371988,A,40371988,NORTH SHORE DINER,40.75784728,-73.78456423,0,Training,11.59033815,15.99216656,18.13012266,11,21,,,,"04H,10E,10F","02G,06C,06D,10F",,,,2,"02G,06C,06D,10F",20220906,20230706,,,,20230706
157,40372196-20210809,40372196,A,40372196,MCDONALD'S,40.82757806,-73.82327208,0,Training,7.952513218,7.935797959,8.996716605,8,9,,,,"06E,10F","06D,10F",,,,2,"06D,10F",20210809,20230829,,,,20230829
158,40372262-20230816,40372262,A,40372262,LA RIPAILLE RESTAURANT,40.73735386,-74.00574111,0,Test,10.04406584,9.990177,11.32574087,10,,,,,"02H,10F",,,,,1,"02H,10F",20230816,,,,,20230816
159,40372357-20230123,40372357,A,40372357,MARINA CAFE,40.54430093,-74.14090586,0,Test,7.950807839,7.886237841,8.940530908,7,,,,,"06F,10F",,,,,1,"06F,10F",20230123,,,,,20230123
160,40372417-20230421,40372417,A,40372417,DON FILIPPO RESTAURANT,40.77464251,-73.95910728,6,Test,9.758154264,9.758154264,11.06269955,13,,,,,"02B,08C",,,,,1,"02B,08C",20230421,,,,,20230421
161,40372422-20200207,40372422,A,40372422,BURGER KING,40.73177314,-73.86656565,0,Training,2.783646179,4.025053753,4.563153967,4,2,7,,,10F,10F,"10B,10F",,,3,"10B,10F",20200207,20210824,20221020,,,20221020
162,40372445-20230327,40372445,A,40372445,OMONIA CAFE,40.76147748,-73.92436023,1,Test,12.98071225,12.98071225,14.71607393,22,13,,,,"04H,06D,06E,10B","06C,06D,10F",,,,2,"06C,06D,10F",20220228,20230327,,,,20230327
163,40372485-20221103,40372485,A,40372485,VETERANS OF FOREIGN WARS POST #107 CANTEEN,40.59810167,-73.9310133,0,Training,2.783646179,2.772328623,3.142954884,9,2,,,,"06D,08C,10F",10F,,,,2,10F,20210803,20221103,,,,20221103
164,40372596-20220909,40372596,A,40372596,TROPICAL HOUSE BAKING CO.,40.66943476,-73.93383029,6,Training,7.724897097,7.724897097,8.75762089,7,,,,,02B,,,,,1,02B,20220909,,,,,20220909
165,40372618-20220920,40372618,A,40372618,BURGER KING,40.66793532,-73.78098428,0,Training,9.79204619,10.91823923,12.37787361,9,11,12,,,"06D,10F","04H,10F","04A,10C",,,3,"04A,10C",20210719,20220920,20230629,,,20230629
166,40372631-20230310,40372631,A,40372631,YANKEE JZ PIZZA,40.82917833,-73.87570682,0,Test,10.3996766,10.45075022,11.84788707,9,,,,,"02G,10F",,,,,1,"02G,10F",20230310,,,,,20230310
167,40372694-20200303,40372694,A,40372694,CLINTON RESTAURANT,40.79346399,-73.81314953,3,Training,12.74323419,12.28067606,13.9224515,12,12,,,,"04N,08A,10F","04L,08A,10F",,,,2,"04L,08A,10F",20200303,20220330,,,,20220330
168,40372971-20210806,40372971,A,40372971,RACQUET & TENNIS CLUB,40.75879835,-73.97281208,0,Training,4.894065196,8.699404404,9.862407847,4,10,,,,"10B,10F","06A,06C",,,,2,"06A,06C",20210806,20230119,,,,20230119
169,40373113-20220301,40373113,A,40373113,ASTRO RESTAURANT,40.76313625,-73.97839841,3,Training,12.16503652,12.16503652,13.79135238,13,12,,,,"04L,08A,10F","06D,10E,10F",,,,2,"06D,10E,10F",20220301,20221117,,,,20221117
170,40373160-20230111,40373160,A,40373160,KORNER PIZZERIA,40.64337635,-73.97802655,0,Test,12.38577009,10.37279523,11.75951046,2,11,,,,10B,"02B,10B,10F",,,,2,"02B,10B,10F",20220110,20230111,,,,20230111
171,40373462-20220413,40373462,A,40373462,VILLA BERULIA,40.74686575,-73.98082174,1,Training,10.43260639,10.43260639,11.82731764,11,9,,,,"06C,06D","06D,10B,10F",,,,2,"06D,10B,10F",20220413,20231205,,,,20231205
172,40373500-20220216,40373500,A,40373500,VICTOR'S CAFE,40.76296148,-73.983853,3,Training,9.64733802,9.64733802,10.93706854,9,,,,,"04K,08A",,,,,1,"04K,08A",20220216,,,,,20220216
173,40373597-20210803,40373597,A,40373597,PETE'S PIZZERIA & RESTAURANT,40.63124038,-74.02788872,0,Training,12.3921422,12.39496927,14.05202431,13,7,,,,"04A,10F","06D,08C",,,,2,"06D,08C",20210803,20231024,,,,20231024
174,40373656-20200121,40373656,A,40373656,KEENS STEAKHOUSE,40.75075309,-73.98610812,1,Training,10.56090129,9.766037865,11.07163709,13,10,,,,"06C,09C,10B",02A,,,,2,02A,20200121,20230115,,,,20230115
175,40373669-20230417,40373669,A,40373669,BuBo,40.74604728,-73.97786985,5,Test,10.09866144,10.09866144,11.44872835,11,,,,,"06E,10G",,,,,1,"06E,10G",20230417,,,,,20230417
176,40373888-20190903,40373888,A,40373888,IL MULINO,40.72984432,-73.99896087,1,Training,8.093139884,8.093139884,9.175093212,8,7,,,,"06C,10B","06D,10B",,,,2,"06D,10B",20190903,20220504,,,,20220504
177,40373909-20230809,40373909,A,40373909,MCDONALD'S,40.64491615,-73.92158848,0,Test,2.783646179,3.636131356,4.122237425,10,11,3,,,"06C,10F,10I","06D,10B,10H",10F,,,3,10F,20210726,20220801,20230809,,,20230809
178,40373912-20230621,40373912,A,40373912,THE MALT HOUSE,40.72878759,-73.99935056,1,Test,10.72085664,10.46061158,11.85906678,10,11,,,,"04L,08A","06C,09C,10F",,,,2,"06C,09C,10F",20220208,20230621,,,,20230621
179,40374136-20220719,40374136,A,40374136,TONY'S PIER RESTAURANT,40.83765897,-73.78292064,4,Training,12.69588783,12.69588783,14.39317199,12,,,,,"02G,06F",,,,,1,"02G,06F",20220719,,,,,20220719
180,40374192-20230108,40374192,A,40374192,ELIO'S,40.77670406,-73.95260688,3,Test,13.64308267,13.64308267,15.46699513,13,,,,,"04L,04N,08A,08C",,,,,1,"04L,04N,08A,08C",20230108,,,,,20230108
181,40374266-20220719,40374266,A,40374266,KASTELI II,40.74880508,-73.99591088,5,Training,12.37374831,12.37374831,14.02796638,13,,,,,"04H,06F",,,,,1,"04H,06F",20220719,,,,,20220719
182,40374277-20220114,40374277,A,40374277,MOLLY WEE PUB,40.74975474,-73.99522147,0,Training,12.21433988,11.10997095,12.59523751,11,12,,,,"06F,10B,10F,10I","04L,08A",,,,2,"04L,08A",20220114,20230126,,,,20230126
183,40374395-20230427,40374395,A,40374395,EL CARIBE,40.60865231,-73.91428056,0,Test,4.894065196,6.061828124,6.872220037,9,5,,,,"02G,10F","10B,10F",,,,2,"10B,10F",20210723,20230427,,,,20230427
184,40374415-20230418,40374415,A,40374415,OMEN AZEN,40.72582323,-74.00185083,3,Test,9.940121461,9.940121461,11.26899352,9,,,,,"04L,08A",,,,,1,"04L,08A",20230418,,,,,20230418
185,40374974-20230118,40374974,A,40374974,CHEZ NAPOLEON,40.76320356,-73.98827145,0,Test,9.807245044,9.743560058,11.04615428,9,,,,,"04C,10F",,,,,1,"04C,10F",20230118,,,,,20230118
186,40375108-20230320,40375108,A,40375108,TURKEY'S NEST TAVERN,40.72051696,-73.95485122,0,Test,2.783646179,2.772328623,3.142954884,7,2,,,,"06D,10F",10F,,,,2,10F,20210803,20230320,,,,20230320
187,40375286-20220214,40375286,A,40375286,LA VILLA DE PIZZA & RESTAURANT,40.66608921,-73.85195825,5,Training,12.4154377,12.4154377,14.07522912,12,12,,,,"02H,06F","06D,06E,10F",,,,2,"06D,06E,10F",20220214,20230321,,,,20230321
188,40375369-20230119,40375369,A,40375369,OZONE PIZZERIA,40.68068177,-73.84263818,0,Test,10.3996766,10.45075022,11.84788707,10,10,,,,"04N,06D","02G,10F",,,,2,"02G,10F",20210805,20230119,,,,20230119
189,40375616-20220310,40375616,A,40375616,ARTURO'S,40.77545297,-73.94747716,1,Training,10.60505956,11.6450442,13.20184348,10,12,,,,"06C,06F","04L,08A,10F",,,,2,"04L,08A,10F",20220310,20230319,,,,20230319
190,40375699-20230509,40375699,A,40375699,GENE'S RESTURANT,40.73493583,-73.99718548,0,Test,8.193972043,8.172106324,9.264616494,7,7,,,,"06C,10F","06B,10F",,,,2,"06B,10F",20220105,20230509,,,,20230509
191,40375839-20230713,40375839,A,40375839,COZY SOUP & BURGER,40.72994292,-73.99296062,1,Test,8.253095235,9.59454303,10.8772155,12,13,8,,,"06A,06D,10B","04L,08A,10B","06C,10F",,,3,"06C,10F",20211108,20221004,20230713,,,20230713
192,40375929-20230330,40375929,A,40375929,VILLA FIORITA,40.61204673,-73.99734556,5,Test,4.808048552,4.808048552,5.450825546,5,,,,,10G,,,,,1,10G,20230330,,,,,20230330
193,40376077-20210809,40376077,A,40376077,FONTANA FAMOUS PIZZA & GYRO,40.75771554,-73.78310999,1,Training,5.704989376,38.27996581,43.39752673,5,,,,,06C,,,,,1,06C,20210809,,,,,20210809
194,40376142-20220309,40376142,A,40376142,LUSARDI'S RESTAURANT,40.7725058,-73.95564623,3,Training,12.16503652,12.16503652,13.79135238,13,,,,,"04L,08A,10F",,,,,1,"04L,08A,10F",20220309,,,,,20220309
195,40376204-20220104,40376204,A,40376204,PORTOFINO,40.71874857,-73.84029328,0,Training,10.27535107,13.45127563,15.24954585,13,20,,,,"02B,10F","02B,04M,08A",,,,2,"02B,04M,08A",20220104,20231004,,,,20231004
196,40376290-20210719,40376290,A,40376290,KING'S ARMS RESTAURANT,40.63043625,-74.10698897,3,Training,10.51831913,12.00159584,13.60606169,12,13,,,,"04N,08A","04N,08A,10F",,,,2,"04N,08A,10F",20210719,20220812,,,,20220812
197,40376493-20170223,40376493,A,40376493,THE WATER CLUB,40.74089419,-73.97248741,3,Training,9.940121461,9.940121461,11.26899352,10,12,,,,"04L,08A","04L,08A",,,,2,"04L,08A",20170223,20190501,,,,20190501
198,40376495-20221026,40376495,A,40376495,MARCO POLO RISTORANTE,40.68228287,-73.99592218,1,Training,12.98071225,12.7932217,14.5035182,13,13,13,,,"05D,10B","06C,06D,10F","06D,08C,10B,10F",,,3,"06D,08C,10B,10F",20210803,20221026,20240109,,,20240109
199,40376496-20221228,40376496,A,40376496,MANHATTAN MONSTER,40.733407,-74.00242837,5,Training,12.13986331,12.13986331,13.76281383,12,,,,,"04H,10G",,,,,1,"04H,10G",20221228,,,,,20221228
200,40376583-20170114,40376583,A,40376583,WAR MEMORIAL ICE SKATING RINK,0,0,5,Training,5.111871784,3.068536808,3.478762463,5,2,,,,06A,10I,,,,2,10I,20170114,20180324,,,,20180324
201,40376635-20220207,40376635,A,40376635,"TRIPOLI RESTAURANT, SWALLOW CAFE",40.69030305,-73.99464519,0,Training,10.3996766,10.45075022,11.84788707,10,8,,,,"02G,10F","06D,10F",,,,2,"06D,10F",20220207,20230313,,,,20230313
202,40376718-20220405,40376718,A,40376718,PJ BERNSTEIN DELI & RESTAURANT,40.76861307,-73.96140347,3,Training,12.27743862,12.27743862,13.91878126,13,12,,,,"04L,08A,10B","06D,06E,10F",,,,2,"06D,06E,10F",20220405,20230320,,,,20230320
203,40377124-20230419,40377124,B,40377124,JP'S RESTAURANT,40.85725113,-73.79041547,1,Test,17.37426244,17.37426244,19.69698778,19,,,,,"04L,06C,06D,08C",,,,,1,"04L,06C,06D,08C",20230419,,,,,20230419
204,40377243-20231010,40377243,A,40377243,JOHN & JOE PIZZERIA & RESTAURANT,40.85446555,-73.865892,1,Test,8.253095235,21.62333995,24.51411472,8,,,,,"06C,10F",,,,,1,"06C,10F",20231010,,,,,20231010
205,40377262-20220126,40377262,A,40377262,SUNSET PIZZERIA,40.54235092,-74.20823691,0,Training,4.9367592,7.84724944,8.896330238,4,10,,,,"10F,10I","06C,09C,10F",,,,2,"06C,09C,10F",20220126,20230405,,,,20230405
206,40377294-20240122,40377294,A,40377294,MCDONALD'S,40.7017391,-73.88083222,0,Test,10.3996766,10.36076346,11.74587019,9,8,13,11,,"04M,08A",02G,"04L,08A,10F","02G,10F",,4,"02G,10F",20210730,20220825,20221221,20240122,,20240122
207,40377325-20221122,40377325,A,40377325,JACKSON HOLE,40.74622292,-73.97773987,4,Training,12.45223704,12.45223704,14.11694808,10,13,,,,"06D,09B,10F","02G,06E",,,,2,"02G,06E",20220228,20221122,,,,20221122
208,40377385-20230508,40377385,A,40377385,NAPOLI PIZZA,40.73307344,-73.8047535,3,Test,14.14223878,14.14223878,16.03288228,10,10,,,,"06B,06D","04L,08A,28-06",,,,2,"04L,08A,28-06",20220304,20230508,,,,20230508
209,40377506-20220110,40377506,A,40377506,VESUVIO RESTAURANT & PIZZA,40.63271448,-74.02726606,3,Training,12.16503652,12.16503652,13.79135238,13,,,,,"04L,08A,10F",,,,,1,"04L,08A,10F",20220110,,,,,20220110
210,40377560-20210927,40377560,A,40377560,HOT POT,40.67662651,-73.74199059,0,Training,12.3921422,11.36601789,12.88551477,13,13,10,,,"04A,10F","04L,08A,10B","04L,08A",,,3,"04L,08A",20210927,20230117,20230816,,,20230816
211,40377630-20220112,40377630,A,40377630,JOHNS CAFE & RESTAURANT,40.75102757,-73.97133909,0,Training,9.807245044,11.02848989,12.50286344,10,12,,,,"04C,10F","02B,09E,10F",,,,2,"02B,09E,10F",20220112,20221118,,,,20221118
212,40377789-20220112,40377789,A,40377789,CAFE LUXEMBOURG,40.77746465,-73.98301541,0,Training,8.193972043,8.151859096,9.241662461,10,,,,,"06B,10F",,,,,1,"06B,10F",20220112,,,,,20220112
213,40378035-20220308,40378035,A,40378035,"DUNKIN', BASKIN ROBBINS",40.73939635,-73.81574116,0,Training,10.3996766,11.21491154,12.71420737,13,10,11,,,"02G,10F","02G,10F","04N,08A,10F",,,3,"04N,08A,10F",20220308,20220909,20230208,,,20230208
214,40378136-20230308,40378136,A,40378136,BROADWAY RESTAURANT,40.79803372,-73.96929978,0,Test,7.997186921,12.29645109,13.94033546,20,10,,,,"04C,04M,08A,10B,10F","06A,10F",,,,2,"06A,10F",20220201,20230308,,,,20230308
215,40378190-20210804,40378190,A,40378190,NARITA JAPANESE RESTAURANT,40.72098186,-73.84561273,3,Training,13.00013471,13.00013471,14.73809293,11,12,,,,"04L,04M,08A,10F","02G,06D",,,,2,"02G,06D",20210804,20230327,,,,20230327
216,40378212-20220602,40378212,A,40378212,CUCHIFRITO,40.79828609,-73.94086392,0,Training,10.27535107,10.30672122,11.68460316,10,,,,,"02B,10F",,,,,1,"02B,10F",20220602,,,,,20220602
217,40378571-20220209,40378571,A,40378571,IL CANTINORI RESTAURAUNT,40.73240224,-73.99307222,0,Training,4.587128387,4.727002455,5.358944582,5,,,,,"09B,10F",,,,,1,"09B,10F",20220209,,,,,20220209
